Date,FII_Net,DII_Net
2017-11-21,-727.01,825.5
2017-11-22,-441.46,837.22
2017-11-23,73.22,222.21
2017-11-24,-416.28,427.63
2017-11-27,-424.77,69.4
2017-11-28,12.24,-428.15
2017-11-29,-859.27,771.07
2017-11-30,-1500.76,1202.57
2017-12-01,-12.77,-110.08
2017-12-04,-580.7,701.12
2017-12-05,841.8,-710.83
2017-12-06,-169.25,-63.11
2017-12-07,361.25,-330.58
2017-12-09,-1230.74,1313.08
2017-12-10,-668.13,872.54
2017-12-12,843.2,-853.67
2017-12-13,-578.65,-116.48
2017-12-14,232.17,-374.21
2017-12-15,-921.03,635.44
2017-12-18,-431.77,1076.81
2017-12-19,-407.83,357.4
2017-12-20,-1505.04,146.17
2017-12-21,-383.99,1574.3
2017-12-22,107.87,371.53
2017-12-26,-44.07,544.5
2017-12-27,172.32,-206.68
2017-12-28,562.55,-774.09
2017-12-29,595.04,461.37
2018-01-01,325.91,-1300.31
2018-01-02,1099.78,-358.5
2018-01-03,241.85,-3.29
2018-01-06,-202.8,337.97
2018-01-08,-95.94,-562.33
2018-01-10,-1841.63,1804.94
2018-01-15,32.92,-173.28
2018-01-16,693.17,-246.38
2018-01-17,625.13,168.61
2018-01-18,1894.99,-657.46
2018-01-19,988.25,209.86
2018-01-22,1567.51,-461.87
2018-01-23,1229.35,169.03
2018-01-24,776.42,-193.87
2018-01-25,937.31,-965.67
2018-01-29,291.86,90.08
2018-01-30,-105.56,-281.65
2018-01-31,-136.63,1294.66
2018-02-01,522.74,64.7
2018-02-02,950.0,-508.78
2018-02-04,-689.75,413.16
2018-02-05,-525.93,165.84
2018-02-08,-639.87,-340.3
2018-02-11,-196.9,852.99
2018-02-14,-728.71,-152.39
2018-02-15,-240.29,49.92
2018-02-16,-1065.99,1127.78
2018-02-19,-895.79,586.52
2018-02-20,-850.35,1437.24
2018-02-21,-1214.18,1375.48
2018-02-22,-2335.34,1059.42
2018-02-23,-486.32,1514.03
2018-02-26,-1119.51,1409.45
2018-02-27,-906.86,1046.67
2018-02-28,-1750.52,1596.89
2018-03-01,96.31,-269.2
2018-03-04,-376.51,479.18
2018-03-05,-148.42,-578.92
2018-03-07,-1043.31,278.84
2018-03-08,-5.87,87.08
2018-03-09,-21.13,-542.12
2018-03-10,-1550.04,1402.47
2018-03-12,293.12,-806.45
2018-03-13,7028.42,1613.39
2018-03-14,-258.98,-432.03
2018-03-15,-705.4,256.45
2018-03-16,-150.46,-770.53
2018-03-19,292.23,-191.52
2018-03-20,344.16,731.17
2018-03-21,98.44,197.78
2018-03-22,161.11,409.89
2018-03-23,1628.19,-935.41
2018-03-26,-741.19,2017.95
2018-03-27,1063.12,2172.91
2018-03-28,-1190.55,1960.67
2018-04-01,212.05,325.24
2018-04-05,-1628.23,1084.09
2018-04-06,2354.03,-712.41
2018-04-07,-284.58,611.01
2018-04-09,32.64,-21.41
2018-04-10,-2760.63,1823.59
2018-04-12,-55.89,-521.38
2018-04-13,-399.59,306.05
2018-04-16,-308.13,-28.97
2018-04-17,-951.39,723.81
2018-04-18,-915.71,869.7
2018-04-19,-624.99,448.61
2018-04-20,-21.02,111.01
2018-04-23,-259.08,387.26
2018-04-24,-680.99,508.55
2018-04-25,-304.79,435.98
2018-04-26,-1056.34,684.11
2018-04-27,-759.21,633.71
2018-04-30,-385.47,261.98
2018-05-01,581.43,243.13
2018-05-02,-1263.57,1163.64
2018-05-03,-366.6,-154.2
2018-05-04,-108.02,615.28
2018-05-06,-157.51,474.33
2018-05-07,-159.37,-296.97
2018-05-09,-383.67,176.95
2018-05-10,-3370.14,1902.07
2018-05-11,12.34,-621.94
2018-05-12,-357.82,-791.59
2018-05-14,717.99,687.23
2018-05-15,-518.47,531.33
2018-05-16,-699.22,229.06
2018-05-17,-830.94,428.92
2018-05-18,-166.15,149.58
2018-05-21,-496.03,1190.56
2018-05-22,-1651.63,1496.83
2018-05-23,-311.11,789.78
2018-05-24,-701.93,1480.51
2018-05-25,-768.29,887.76
2018-05-28,-795.06,1017.65
2018-05-29,-407.33,578.38
2018-05-30,-1286.91,492.46
2018-05-31,-15.31,-266.02
2018-06-02,-2326.1,1699.74
2018-06-03,620.08,-734.33
2018-06-04,-524.85,1305.45
2018-06-06,-81.4,712.31
2018-06-07,-968.18,1480.82
2018-06-08,248.7,218.64
2018-06-09,-455.0,611.98
2018-06-11,-499.71,118.69
2018-06-12,72.47,-389.78
2018-06-13,-70.77,486.78
2018-06-14,-1372.84,576.19
2018-06-15,-1524.74,561.01
2018-06-18,-754.43,824.1
2018-06-19,-1324.92,653.68
2018-06-20,-2442.61,1473.65
2018-06-21,1126.75,663.57
2018-06-22,-1343.44,1105.76
2018-06-25,198.68,-86.22
2018-06-26,-538.4,238.05
2018-06-27,67.44,84.31
2018-06-28,-951.51,442.64
2018-06-29,-157.15,2262.83
2018-07-02,-1022.5,461.19
2018-07-03,-719.78,409.34
2018-07-05,-635.24,1037.23
2018-07-06,-525.4,1197.89
2018-07-08,314.83,-319.9
2018-07-09,37.56,942.45
2018-07-11,31.02,27.11
2018-07-12,-817.4,242.56
2018-07-13,-1104.65,872.0
2018-07-16,-625.68,-70.3
2018-07-17,-673.99,840.06
2018-07-18,95.68,111.01
2018-07-19,-315.69,470.02
2018-07-20,310.27,-50.73
2018-07-23,259.37,124.82
2018-07-24,104.34,513.78
2018-07-25,-1195.75,97.64
2018-07-26,2453.57,-2716.04
2018-07-27,738.05,406.12
2018-07-30,-234.04,48.58
2018-07-31,572.21,-290.87
2018-08-01,692.83,-206.3
2018-08-02,-2297.09,2373.59
2018-08-03,-364.8,675.26
2018-08-05,-97.15,923.25
2018-08-06,-222.5,459.44
2018-08-08,568.63,30.25
2018-08-10,-1805.07,1973.97
2018-08-13,-971.86,216.29
2018-08-14,-378.84,391.47
2018-08-16,-825.08,133.78
2018-08-17,147.31,151.89
2018-08-20,-483.04,593.22
2018-08-21,254.25,197.87
2018-08-23,433.21,142.0
2018-08-24,-75.78,904.75
2018-08-27,252.52,1117.24
2018-08-28,-161.05,-199.28
2018-08-29,-1415.87,1114.36
2018-08-30,958.01,-1598.67
2018-08-31,-212.81,171.92
2018-09-01,-303.94,522.9
2018-09-02,-1351.7,588.42
2018-09-03,550.36,-65.0
2018-09-04,-1300.93,359.35
2018-09-05,-704.03,664.92
2018-09-07,-569.91,740.39
2018-09-08,370.68,-85.39
2018-09-10,-1242.46,1526.0
2018-09-11,614.14,-337.28
2018-09-14,1090.56,115.14
2018-09-17,-106.54,-180.36
2018-09-18,-1143.73,264.66
2018-09-19,-2184.55,1201.3
2018-09-21,760.7,497.03
2018-09-24,-523.94,1527.67
2018-09-25,-1231.7,2284.26
2018-09-26,-809.95,1555.44
2018-09-27,552.44,-186.69
2018-09-28,-1699.94,3256.34
2018-10-01,-572.26,600.24
2018-10-04,-684.99,653.65
2018-10-05,-364.88,900.69
2018-10-07,-20.73,293.96
2018-10-08,-510.66,457.83
2018-10-09,-841.68,-289.66
2018-10-10,-1096.05,1892.94
2018-10-12,116.22,-145.8
2018-10-15,67.86,294.78
2018-10-16,-1165.63,1059.44
2018-10-17,140.02,-343.11
2018-10-19,-618.26,-2.14
2018-10-22,-511.91,303.21
2018-10-23,-340.35,116.41
2018-10-24,-2046.54,1873.51
2018-10-25,-1495.71,339.6
2018-10-26,-1356.66,1875.89
2018-10-29,-2230.79,2526.9
2018-10-30,-1592.02,1363.04
2018-10-31,-193.65,1124.92
2018-11-01,-623.63,770.02
2018-11-04,362.3,111.82
2018-11-05,-325.44,1163.35
2018-11-06,-1156.77,1062.82
2018-11-07,636.27,15.33
2018-11-09,-1454.36,749.62
2018-11-10,-2869.41,1888.18
2018-11-12,-2421.06,2255.68
2018-11-13,-494.95,335.78
2018-11-14,277.38,-272.24
2018-11-15,2043.06,-165.31
2018-11-16,844.82,-372.24
2018-11-19,1103.36,-310.26
2018-11-20,-753.17,-44.06
2018-11-21,-1652.04,606.73
2018-11-22,446.24,49.68
2018-11-26,62.74,351.78
2018-11-27,811.52,31.21
2018-11-28,961.26,-330.29
2018-11-29,823.47,973.31
2018-11-30,-332.62,1489.65
2018-12-01,-158.16,696.25
2018-12-02,-814.11,1342.7
2018-12-03,374.65,-464.59
2018-12-04,368.9,-615.81
2018-12-06,-1168.88,1327.45
2018-12-07,-742.63,366.4
2018-12-09,-1086.39,541.44
2018-12-10,-1322.13,1287.29
2018-12-11,832.15,-1073.84
2018-12-12,-1299.43,1121.29
2018-12-13,675.14,-51.86
2018-12-14,861.94,-302.52
2018-12-17,-60.95,-76.84
2018-12-18,144.76,-182.6
2018-12-19,1209.21,-481.46
2018-12-20,-386.44,87.96
2018-12-21,134.14,-488.55
2018-12-24,-577.1,186.14
2018-12-26,80.28,-137.63
2018-12-27,1731.91,-663.0
2018-12-28,-119.6,1199.4
2018-12-31,-326.87,321.98
2019-01-01,-48.19,142.58
2019-01-02,1315.89,-5.07
2019-01-03,198.38,117.05
2019-01-04,898.79,-1032.81
2019-01-07,426.53,-50.99
2019-01-08,-1056.55,561.28
2019-01-10,-1298.56,1503.02
2019-01-11,533.37,-136.5
2019-01-14,-732.46,527.49
2019-01-15,159.6,417.44
2019-01-16,-90.1,304.27
2019-01-17,842.13,-727.46
2019-01-18,-124.91,-0.97
2019-01-21,-299.79,520.8
2019-01-22,-78.53,-84.15
2019-01-23,-775.82,583.77
2019-01-24,-94.45,389.96
2019-01-25,689.28,-147.35
2019-01-28,223.44,92.32
2019-01-29,-354.36,81.27
2019-01-30,130.25,502.26
2019-01-31,3006.41,-1634.32
2019-02-01,-621.06,-226.18
2019-02-04,543.36,-437.7
2019-02-05,597.54,-791.69
2019-02-07,-512.0,141.09
2019-02-08,-2888.06,2812.66
2019-02-12,-1731.33,753.99
2019-02-13,-676.63,713.1
2019-02-14,-250.23,1225.24
2019-02-15,-966.43,853.25
2019-02-18,-1239.79,2336.74
2019-02-19,-813.76,1163.85
2019-02-20,713.47,113.27
2019-02-21,55.48,202.1
2019-02-22,6311.01,838.88
2019-02-25,2134.35,-1746.4
2019-02-26,1674.17,-720.27
2019-02-27,423.04,66.81
2019-02-28,3210.6,-5240.62
2019-03-01,-972.81,34.52
2019-03-04,-1040.48,-80.83
2019-03-05,-400.68,57.07
2019-03-06,3068.88,-462.69
2019-03-07,-390.18,287.57
2019-03-09,-2016.2,1251.35
2019-03-10,-810.72,862.54
2019-03-12,-1131.12,963.97
2019-03-13,2722.28,-1508.14
2019-03-14,1482.99,-817.77
2019-03-15,4323.49,-2130.36
2019-03-18,1822.99,-1268.91
2019-03-19,2132.36,-1253.67
2019-03-20,1771.61,-1323.17
2019-03-22,1374.57,-675.37
2019-03-25,150.4,-12.52
2019-03-26,999.02,-196.7
2019-03-27,1481.11,134.92
2019-03-28,3594.51,-2080.22
2019-03-29,-86.21,1724.39
2019-04-01,-157.72,240.6
2019-04-02,-112.13,-65.22
2019-04-04,-226.19,1206.16
2019-04-06,-416.08,-355.42
2019-04-07,-28.95,58.59
2019-04-09,-1738.49,1304.58
2019-04-10,-682.93,606.28
2019-04-11,-138.53,-500.24
2019-04-12,-781.06,904.13
2019-04-15,713.22,581.36
2019-04-16,1038.58,37.22
2019-04-18,1038.46,-337.59
2019-04-22,73.08,-68.16
2019-04-23,-237.47,198.35
2019-04-24,974.88,-657.06
2019-04-25,3785.73,-4069.98
2019-04-26,-70.73,920.88
2019-04-30,114.59,730.02
2019-05-02,420.65,194.31
2019-05-03,751.92,580.86
2019-05-04,797.9,-325.58
2019-05-07,-89.38,275.63
2019-05-08,-2016.73,1871.27
2019-05-09,-561.17,699.31
2019-05-11,473.17,-1593.71
2019-05-12,653.36,-410.49
2019-05-13,-1056.01,1057.91
2019-05-14,-2011.85,2242.91
2019-05-15,-1142.44,671.77
2019-05-16,-953.23,948.0
2019-05-17,-1057.82,1809.76
2019-05-20,1734.45,-542.71
2019-05-21,1185.44,-1090.32
2019-05-22,-965.02,-157.75
2019-05-23,1352.2,-593.54
2019-05-24,2026.33,-195.35
2019-05-27,1215.36,-327.86
2019-05-28,-501.11,269.22
2019-05-29,-304.27,-189.58
2019-05-30,1664.74,-1122.6
2019-05-31,676.15,394.09
2019-06-02,694.97,525.26
2019-06-03,1130.78,-878.45
2019-06-05,-948.98,89.89
2019-06-06,-1448.99,-650.84
2019-06-08,-2107.93,2289.05
2019-06-09,-957.05,1207.2
2019-06-11,1011.49,-1117.25
2019-06-12,-867.66,210.72
2019-06-13,172.35,-444.87
2019-06-14,-238.64,376.47
2019-06-17,-331.27,1257.86
2019-06-18,31.73,181.03
2019-06-19,-97.05,-104.91
2019-06-20,-438.41,1241.23
2019-06-21,-730.58,445.75
2019-06-24,207.33,984.43
2019-06-25,1157.87,377.22
2019-06-26,106.26,-51.47
2019-06-27,-0.71,196.57
2019-06-28,-513.91,182.4
2019-07-01,736.18,-141.97
2019-07-02,418.01,294.11
2019-07-03,1137.85,-925.46
2019-07-05,-645.08,818.84
2019-07-06,-478.84,179.79
2019-07-08,-383.66,531.56
2019-07-10,-494.21,904.82
2019-07-11,926.6,-635.59
2019-07-15,-216.44,591.72
2019-07-16,-444.99,637.71
2019-07-17,-16.97,208.88
2019-07-18,-1404.86,329.05
2019-07-19,-950.15,733.92
2019-07-22,-1916.91,1829.9
2019-07-23,-2607.97,2625.1
2019-07-24,-1393.71,2140.26
2019-07-25,-126.65,398.53
2019-07-26,-1503.26,1917.52
2019-07-29,-704.42,1351.64
2019-07-30,-644.59,1079.72
2019-07-31,-1497.07,2479.38
2019-08-01,-553.78,698.17
2019-08-02,843.73,-960.04
2019-08-03,1095.06,-470.7
2019-08-04,329.6,-623.81
2019-08-05,-701.07,232.95
2019-08-07,-401.99,321.13
2019-08-08,-437.39,291.29
2019-08-11,932.2,-584.48
2019-08-13,-638.28,201.53
2019-08-14,1614.63,1619.82
2019-08-16,-1339.27,1058.28
2019-08-19,-305.74,386.23
2019-08-20,373.23,296.41
2019-08-21,-770.81,353.97
2019-08-22,-902.99,1719.07
2019-08-23,-1737.2,1548.49
2019-08-26,-752.9,1272.29
2019-08-27,-923.94,1162.65
2019-08-28,-935.27,359.32
2019-08-29,-986.58,489.23
2019-08-30,1162.95,1502.27
2019-09-01,276.14,439.67
2019-09-04,1212.35,-688.65
2019-09-05,-655.36,677.91
2019-09-07,-674.26,710.91
2019-09-08,203.73,606.92
2019-09-09,-188.08,686.47
2019-09-10,-485.24,956.26
2019-09-12,459.22,74.93
2019-09-13,-405.45,209.56
2019-09-16,-751.26,308.56
2019-09-17,-808.29,85.76
2019-09-18,-959.09,780.45
2019-09-19,-892.52,645.72
2019-09-20,35.78,3001.32
2019-09-23,2684.05,291.95
2019-09-24,-828.49,472.81
2019-09-25,-342.4,-762.48
2019-09-26,737.17,339.28
2019-09-27,-213.6,458.68
2019-09-30,-469.4,504.69
2019-10-01,-344.58,10.98
2019-10-04,1429.92,461.29
2019-10-05,-1245.14,1057.42
2019-10-06,216.2,170.62
2019-10-07,-604.94,667.4
2019-10-10,-263.11,502.67
2019-10-12,-366.79,338.4
2019-10-14,895.63,-425.15
2019-10-15,436.02,929.39
2019-10-16,686.33,1605.45
2019-10-17,1158.63,-511.76
2019-10-18,36.56,586.88
2019-10-22,-557.5,-985.47
2019-10-23,-213.23,-137.38
2019-10-24,-72.87,-738.75
2019-10-25,-435.42,440.16
2019-10-27,6.61,54.39
2019-10-29,876.64,144.75
2019-10-30,7192.42,-185.87
2019-10-31,1870.87,-650.73
2019-11-01,-687.2,123.17
2019-11-02,-125.05,-232.55
2019-11-03,3810.6,-1955.55
2019-11-04,476.51,-16.58
2019-11-06,95.79,-151.01
2019-11-07,-316.86,719.74
2019-11-09,266.89,1132.42
2019-11-10,749.74,-703.02
2019-11-11,664.2,-245.06
2019-11-12,605.41,239.87
2019-11-13,584.92,-890.03
2019-11-14,-562.05,82.74
2019-11-15,-1008.37,537.74
2019-11-18,-270.66,309.45
2019-11-19,-915.37,262.35
2019-11-20,566.52,183.41
2019-11-21,5023.54,-247.74
2019-11-22,305.72,-177.37
2019-11-25,960.9,-213.66
2019-11-26,4677.75,-4242.01
2019-11-27,42.93,439.51
2019-11-28,1008.89,-155.47
2019-11-29,-1892.29,953.62
2019-12-02,-466.78,-122.64
2019-12-03,2477.72,-990.48
2019-12-04,897.45,-15.99
2019-12-06,-1050.43,271.15
2019-12-07,-850.11,940.12
2019-12-09,783.55,-126.82
2019-12-12,-683.83,810.23
2019-12-13,115.7,384.92
2019-12-16,728.13,-796.38
2019-12-17,1248.47,-908.16
2019-12-18,1836.81,-1267.57
2019-12-19,739.43,-493.95
2019-12-20,338.86,-285.41
2019-12-23,1463.28,-1947.36
2019-12-24,-114.38,-345.22
2019-12-26,-504.13,120.46
2019-12-27,81.37,125.77
2019-12-30,-130.52,201.32
2019-12-31,-1265.1,585.07
2020-01-01,-58.87,208.47
2020-01-02,-1199.53,36.64
2020-01-04,-1116.79,-450.36
2020-01-06,1575.46,-459.25
2020-01-07,-1696.45,1377.13
2020-01-09,486.09,-775.23
2020-01-10,1632.25,259.46
2020-01-12,3242.0,-1043.21
2020-01-13,120.79,-1128.89
2020-01-14,-205.56,-642.47
2020-01-15,279.53,-648.34
2020-01-16,-395.24,-184.65
2020-01-17,264.26,-500.17
2020-01-20,5.87,-1419.85
2020-01-21,-50.08,-307.81
2020-01-22,-176.43,-326.22
2020-01-23,1352.13,-984.56
2020-01-24,659.11,417.96
2020-01-27,-438.85,10.51
2020-01-28,-1357.56,711.7
2020-01-29,-1014.27,1520.9
2020-01-30,-962.28,292.35
2020-01-31,-4179.12,3816.44
2020-02-01,688.76,63.95
2020-02-03,-1354.72,1138.74
2020-02-06,7498.29,441.05
2020-02-07,-556.72,908.64
2020-02-09,990.57,-657.48
2020-02-11,740.61,-533.97
2020-02-12,357.35,-1635.97
2020-02-13,1061.39,-960.48
2020-02-14,-704.92,219.54
2020-02-17,-374.06,-154.25
2020-02-18,-74.39,-309.43
2020-02-19,-190.66,590.12
2020-02-20,1495.25,-699.62
2020-02-24,-1160.9,516.21
2020-02-25,-2315.07,1565.28
2020-02-26,-3336.6,2785.67
2020-02-27,-3127.36,3497.5
2020-02-28,-1428.74,7621.16
2020-03-01,1263.05,-1029.2
2020-03-02,-1200.27,1286.63
2020-03-03,-2415.8,3135.24
2020-03-04,-1960.97,226.55
2020-03-06,1851.12,-781.79
2020-03-07,857.29,-331.96
2020-03-08,7818.49,-135.55
2020-03-09,7.72,120.08
2020-03-11,2274.4,-1100.92
2020-03-12,3637.42,-1439.74
2020-03-13,-6027.58,5867.9
2020-03-16,-3809.93,2614.54
2020-03-17,-4044.69,3422.12
2020-03-18,-5085.35,3636.44
2020-03-19,-4622.93,4367.43
2020-03-20,-3345.95,2431.24
2020-03-23,-2989.29,1082.24
2020-03-24,-2153.35,1553.66
2020-03-25,-1893.36,737.98
2020-03-26,-484.78,-769.93
2020-03-27,355.78,1703.72
2020-03-30,-4363.61,3550.33
2020-03-31,-3044.94,3576.23
2020-04-02,366.21,601.86
2020-04-03,-878.38,764.13
2020-04-05,-1373.98,-1661.61
2020-04-06,2905.04,-847.31
2020-04-08,703.74,-665.69
2020-04-09,-1888.78,-456.88
2020-04-11,146.22,-8.13
2020-04-12,2969.59,-1971.6
2020-04-13,-1243.74,-1096.89
2020-04-15,1359.31,-1097.86
2020-04-16,-2920.36,1321.44
2020-04-17,-1391.98,534.24
2020-04-20,-265.89,-788.87
2020-04-21,-2095.23,-68.46
2020-04-22,-1326.09,863.82
2020-04-23,-114.58,338.27
2020-04-24,-207.29,-993.98
2020-04-27,-916.42,1141.97
2020-04-28,-122.15,389.0
2020-04-29,722.08,786.4
2020-04-30,1968.8,579.03
2020-05-02,248.94,262.75
2020-05-03,-2476.75,2510.89
2020-05-05,-323.86,-58.21
2020-05-06,97.61,47.29
2020-05-08,-60.18,-425.98
2020-05-10,236.71,-471.56
2020-05-11,5368.31,-2208.18
2020-05-13,-283.43,232.65
2020-05-14,-2152.52,802.36
2020-05-15,-2388.04,1225.53
2020-05-18,-2512.82,-152.42
2020-05-19,-1328.31,1659.74
2020-05-20,-1466.52,2373.19
2020-05-21,-258.73,401.78
2020-05-22,-1353.9,-344.16
2020-05-26,4716.13,2841.09
2020-05-27,-334.74,2408.85
2020-05-28,2354.14,144.83
2020-05-29,1460.71,967.43
2020-06-01,-103.84,-23.7
2020-06-02,-560.36,304.01
2020-06-03,-3594.84,2543.78
2020-06-05,-493.68,322.47
2020-06-07,348.35,263.47
2020-06-08,637.43,-468.0
2020-06-10,1101.76,-934.84
2020-06-11,4869.87,-2938.66
2020-06-15,-2960.33,1076.38
2020-06-16,-1478.52,1161.51
2020-06-17,-486.62,168.05
2020-06-18,366.57,1131.27
2020-06-19,1237.0,-880.66
2020-06-22,424.21,-1287.69
2020-06-23,168.96,454.48
2020-06-24,1766.9,-1524.9
2020-06-25,-1050.61,-255.59
2020-06-26,-753.18,1304.18
2020-06-29,-1937.06,1036.13
2020-06-30,-2000.08,2051.31
2020-07-01,-682.23,311.19
2020-07-02,161.93,-178.59
2020-07-04,741.77,422.51
2020-07-05,19056.49,3818.41
2020-07-07,829.9,-784.47
2020-07-08,397.32,-438.62
2020-07-09,-6.93,-815.82
2020-07-10,1093.81,-1129.49
2020-07-12,3792.06,-2767.09
2020-07-13,221.76,-1485.59
2020-07-14,-1565.62,-649.7
2020-07-15,-221.7,-899.37
2020-07-16,-1091.08,1659.91
2020-07-17,697.08,-209.42
2020-07-20,1709.97,-1521.99
2020-07-21,2265.88,-727.39
2020-07-22,1665.57,-1138.83
2020-07-23,1740.5,-931.91
2020-07-24,409.88,-1002.98
2020-07-27,-453.31,-977.88
2020-07-28,245.95,-1017.4
2020-07-29,-352.62,-505.62
2020-07-30,207.3,-387.24
2020-07-31,-958.64,442.73
2020-08-01,-515.85,748.4
2020-08-04,1943.41,-1757.79
2020-08-05,1724.71,-1503.14
2020-08-06,813.27,-1238.23
2020-08-07,-994.87,-853.41
2020-08-09,-1056.52,620.29
2020-08-10,978.37,19.85
2020-08-12,2909.6,-2640.93
2020-08-13,416.28,-763.54
2020-08-14,46.39,-797.08
2020-08-17,332.9,-717.62
2020-08-18,1134.57,-379.38
2020-08-19,459.01,-97.13
2020-08-20,-268.46,-672.23
2020-08-21,410.16,-250.65
2020-08-24,219.07,-335.64
2020-08-25,1481.2,-172.97
2020-08-26,1581.31,-1194.62
2020-08-27,1164.32,-809.27
2020-08-28,1004.11,-543.56
2020-08-31,-3395.49,680.88
2020-09-01,-431.11,419.22
2020-09-03,-6595.56,4974.8
2020-09-04,1737.62,-466.02
2020-09-06,490.81,-733.33
2020-09-07,212.77,-803.39
2020-09-09,-959.09,-263.97
2020-09-10,-39.39,126.61
2020-09-11,4548.39,-3036.31
2020-09-12,3564.23,-2493.1
2020-09-14,298.22,-120.35
2020-09-15,1170.89,-895.63
2020-09-16,264.66,-212.21
2020-09-17,-249.82,-1067.83
2020-09-18,205.15,-100.83
2020-09-21,-539.81,-517.95
2020-09-22,-2072.76,878.91
2020-09-23,-3912.44,1629.23
2020-09-24,-1885.69,188.64
2020-09-25,-2080.21,2070.63
2020-09-28,-26.98,542.34
2020-09-29,-1456.66,576.5
2020-09-30,-712.48,409.47
2020-10-01,578.28,-251.74
2020-10-02,-184.58,-735.79
2020-10-06,-919.26,500.7
2020-10-07,-1031.0,-431.21
2020-10-08,302.88,-504.92
2020-10-09,838.37,-317.3
2020-10-11,5627.32,-2309.19
2020-10-12,2259.98,-2275.22
2020-10-13,832.14,-1674.46
2020-10-14,821.86,-1276.14
2020-10-15,-604.07,-808.29
2020-10-16,-479.59,-429.81
2020-10-19,1656.78,-1621.73
2020-10-20,1585.07,-1633.23
2020-10-21,2108.48,-1633.53
2020-10-22,1118.46,-2019.87
2020-10-23,906.93,-891.86
2020-10-26,-119.42,-979.16
2020-10-27,3514.89,-1570.8
2020-10-28,-1130.98,1.48
2020-10-29,-420.95,-253.41
2020-10-30,-870.88,631.11
2020-11-02,-209.39,344.63
2020-11-03,-3515.38,2835.46
2020-11-05,534.87,-821.6
2020-11-06,-805.14,-874.35
2020-11-08,1013.66,-1415.54
2020-11-09,1175.81,-724.31
2020-11-11,6207.19,-3463.86
2020-11-12,4195.43,-2359.0
2020-11-13,1935.92,-2462.42
2020-11-17,4905.35,-3829.16
2020-11-18,3071.93,-2789.85
2020-11-19,1180.61,-2854.94
2020-11-20,3860.78,-2868.66
2020-11-23,4738.44,-2944.05
2020-11-24,4563.18,-2522.11
2020-11-25,24.2,-1840.33
2020-11-26,2027.31,-3400.1
2020-11-27,7712.98,-4968.9
2020-12-02,48.81,339.19
2020-12-03,-3475.29,3918.24
2020-12-05,-1662.03,-364.0
2020-12-06,-1311.49,1945.15
2020-12-08,351.15,-939.67
2020-12-10,615.17,-1028.77
2020-12-11,1514.12,-2239.43
2020-12-14,2264.38,-1721.11
2020-12-15,2484.09,-2666.79
2020-12-16,1981.77,-1718.45
2020-12-17,2355.25,-2494.36
2020-12-18,2720.95,-2424.61
2020-12-21,-323.55,486.12
2020-12-22,1153.0,-661.51
2020-12-23,536.13,-1326.92
2020-12-24,1225.69,-1897.92
2020-12-28,1588.93,-1386.55
2020-12-29,2349.53,-2010.5
2020-12-30,1824.52,-587.43
2020-12-31,1135.59,-257.64
2021-01-01,506.21,69.4
2021-01-02,1494.23,-90.46
2021-01-03,125.15,-194.88
2021-01-04,149.41,-296.84
2021-01-06,-449.86,230.49
2021-01-07,-1245.29,880.6
2021-01-09,666.66,-1287.87
2021-01-10,131.39,-613.08
2021-01-11,-202.13,116.01
2021-01-12,-2765.84,3467.02
2021-01-13,1879.06,-2370.17
2021-01-14,1076.62,-188.1
2021-01-15,971.06,-942.07
2021-01-18,650.6,-42.51
2021-01-19,257.55,-199.3
2021-01-20,2289.05,-864.62
2021-01-21,1614.66,-1039.48
2021-01-22,-635.69,-1290.35
2021-01-25,-765.3,-387.76
2021-01-27,-1688.22,-3.38
2021-01-28,-3712.51,1736.92
2021-01-29,-5930.66,2443.2
2021-02-02,6181.56,-2035.2
2021-02-03,2223.16,-854.04
2021-02-06,921.1,241.76
2021-02-07,-982.8,930.39
2021-02-08,-1539.88,1505.82
2021-02-09,348.52,381.7
2021-02-11,244.87,-6.0
2021-02-12,-909.71,1372.65
2021-02-15,1234.15,-1048.55
2021-02-16,1144.09,-1559.53
2021-02-17,1008.2,-1283.38
2021-02-18,903.07,-1217.34
2021-02-19,118.75,-1174.98
2021-02-22,-893.25,-919.88
2021-02-23,-1569.04,216.67
2021-02-24,28739.17,230.44
2021-02-25,188.08,-746.57
2021-02-26,-8295.17,1499.7
2021-03-02,2520.92,-399.74
2021-03-03,2088.7,392.91
2021-03-05,-2289.46,552.92
2021-03-06,1079.2,-278.97
2021-03-08,2116.6,-298.54
2021-03-09,768.58,668.6
2021-03-11,-401.48,195.56
2021-03-12,-3356.17,1648.79
2021-03-15,-1101.35,-749.71
2021-03-16,1692.31,-1168.59
2021-03-17,2625.82,-562.15
2021-03-18,1258.47,-1116.17
2021-03-19,1418.43,559.62
2021-03-22,-786.98,542.7
2021-03-23,-108.24,-529.69
2021-03-24,-1951.9,612.8
2021-03-25,-3383.6,2267.69
2021-03-26,-50.13,1703.14
2021-03-30,769.47,2181.01
2021-03-31,-1685.91,2081.52
2021-04-01,1843.22,-715.21
2021-04-02,1936.74,-768.55
2021-04-03,-223.11,-788.19
2021-04-05,-1772.37,987.34
2021-04-06,1499.37,-1175.01
2021-04-08,2828.57,-411.36
2021-04-10,860.5,228.06
2021-04-11,-328.11,38.25
2021-04-13,-730.81,243.8
2021-04-15,979.7,-526.63
2021-04-16,437.51,657.55
2021-04-19,-1633.7,2355.56
